V2	V(n002)	I(R2)
Step Information: Vbb=0  (Step: 1/26)
5.000000000000000e-01	-8.204441e-02	1.039365e-03
6.000000000000001e-01	-7.852891e-02	1.211659e-03
7.000000000000001e-01	-7.528242e-02	1.384433e-03
8.000000000000000e-01	-7.225860e-02	1.557605e-03
9.000000000000000e-01	-6.942198e-02	1.731111e-03
1.000000000000000e+00	-6.674483e-02	1.904901e-03
1.100000000000000e+00	-6.420505e-02	2.078938e-03
1.200000000000000e+00	-6.178480e-02	2.253187e-03
1.300000000000000e+00	-5.946942e-02	2.427624e-03
1.400000000000000e+00	-5.724674e-02	2.602226e-03
1.500000000000000e+00	-5.510658e-02	2.776976e-03
1.600000000000000e+00	-5.304029e-02	2.951858e-03
1.700000000000000e+00	-5.104049e-02	3.126858e-03
1.800000000000000e+00	-4.910081e-02	3.301966e-03
1.900000000000000e+00	-4.721575e-02	3.477171e-03
2.000000000000000e+00	-4.538049e-02	3.652465e-03
2.100000000000000e+00	-4.359080e-02	3.827841e-03
2.200000000000000e+00	-4.184296e-02	4.003291e-03
2.300000000000000e+00	-4.013365e-02	4.178810e-03
2.400000000000000e+00	-3.845992e-02	4.354393e-03
2.500000000000000e+00	-3.681913e-02	4.530034e-03
2.600000000000000e+00	-3.520889e-02	4.705730e-03
2.700000000000000e+00	-3.362707e-02	4.881477e-03
2.800000000000000e+00	-3.207173e-02	5.057271e-03
2.900000000000000e+00	-3.054109e-02	5.233109e-03
3.000000000000000e+00	-2.903355e-02	5.408988e-03
3.100000000000000e+00	-2.754763e-02	5.584906e-03
3.200000000000000e+00	-2.608199e-02	5.760861e-03
3.300000000000000e+00	-2.463539e-02	5.936849e-03
3.400000000000000e+00	-2.320668e-02	6.112869e-03
3.500000000000000e+00	-2.179480e-02	6.288919e-03
3.600000000000000e+00	-2.039878e-02	6.464998e-03
3.700000000000000e+00	-1.901771e-02	6.641103e-03
3.800000000000000e+00	-1.765074e-02	6.817233e-03
3.900000000000000e+00	-1.629708e-02	6.993388e-03
4.000000000000000e+00	-1.495600e-02	7.169564e-03
4.100000000000001e+00	-1.362681e-02	7.345762e-03
4.200000000000000e+00	-1.230886e-02	7.521980e-03
4.300000000000000e+00	-1.100155e-02	7.698217e-03
4.400000000000000e+00	-9.704291e-03	7.874472e-03
4.500000000000000e+00	-8.416558e-03	8.050743e-03
4.600000000000001e+00	-7.137838e-03	8.227032e-03
4.700000000000000e+00	-5.867650e-03	8.403335e-03
4.800000000000001e+00	-4.605536e-03	8.579653e-03
4.900000000000000e+00	-3.351063e-03	8.755984e-03
5.000000000000000e+00	-2.103818e-03	8.932328e-03
5.100000000000001e+00	-8.634087e-04	9.108685e-03
5.200000000000000e+00	3.705394e-04	9.285052e-03
5.300000000000001e+00	1.598384e-03	9.461432e-03
5.400000000000000e+00	2.820469e-03	9.637821e-03
5.500000000000000e+00	4.037120e-03	9.814220e-03
5.600000000000001e+00	5.248655e-03	9.990627e-03
5.700000000000000e+00	6.455375e-03	1.016704e-02
5.800000000000001e+00	7.657572e-03	1.034347e-02
5.900000000000000e+00	8.855528e-03	1.051990e-02
6.000000000000000e+00	1.004952e-02	1.069634e-02
6.100000000000001e+00	1.123980e-02	1.087279e-02
6.200000000000000e+00	1.242662e-02	1.104924e-02
6.300000000000001e+00	1.361025e-02	1.122570e-02
6.400000000000000e+00	1.479091e-02	1.140216e-02
6.500000000000000e+00	1.596884e-02	1.157863e-02
6.600000000000001e+00	1.714427e-02	1.175510e-02
6.700000000000000e+00	1.831741e-02	1.193158e-02
6.800000000000001e+00	1.948850e-02	1.210806e-02
6.900000000000000e+00	2.065774e-02	1.228454e-02
7.000000000000000e+00	2.182535e-02	1.246103e-02
7.100000000000001e+00	2.299152e-02	1.263752e-02
7.200000000000000e+00	2.415646e-02	1.281401e-02
7.300000000000001e+00	2.532038e-02	1.299050e-02
7.400000000000000e+00	2.648347e-02	1.316699e-02
7.500000000000000e+00	2.764592e-02	1.334349e-02
7.600000000000001e+00	2.880794e-02	1.351999e-02
7.700000000000000e+00	2.996971e-02	1.369648e-02
7.800000000000001e+00	3.113142e-02	1.387298e-02
7.900000000000000e+00	3.229327e-02	1.404948e-02
8.000000000000000e+00	3.345545e-02	1.422597e-02
8.100000000000000e+00	3.461815e-02	1.440247e-02
8.200000000000001e+00	3.578156e-02	1.457896e-02
8.300000000000001e+00	3.694587e-02	1.475545e-02
8.400000000000000e+00	3.811127e-02	1.493194e-02
8.500000000000000e+00	3.927797e-02	1.510843e-02
8.600000000000000e+00	4.044615e-02	1.528492e-02
8.700000000000001e+00	4.161601e-02	1.546140e-02
8.800000000000001e+00	4.278775e-02	1.563788e-02
8.900000000000000e+00	4.396158e-02	1.581435e-02
9.000000000000000e+00	4.513770e-02	1.599083e-02
9.100000000000000e+00	4.631631e-02	1.616729e-02
9.200000000000001e+00	4.749764e-02	1.634375e-02
9.300000000000001e+00	4.868190e-02	1.652021e-02
9.400000000000000e+00	4.986930e-02	1.669666e-02
9.500000000000000e+00	5.106008e-02	1.687311e-02
9.600000000000001e+00	5.225447e-02	1.704955e-02
9.700000000000001e+00	5.345271e-02	1.722598e-02
9.800000000000001e+00	5.465504e-02	1.740240e-02
9.900000000000000e+00	5.586170e-02	1.757882e-02
1.000000000000000e+01	5.707297e-02	1.775523e-02
Step Information: Vbb=2.2  (Step: 12/26)
0.000000000000000e+00	-1.086544e-01	1.940257e-04
1.000000000000000e-01	-1.025883e-01	3.617648e-04
2.000000000000000e-01	-9.740459e-02	5.310796e-04
3.000000000000000e-01	-9.287708e-02	7.015662e-04
4.000000000000000e-01	-8.883109e-02	8.729126e-04
5.000000000000000e-01	-8.516126e-02	1.044931e-03
6.000000000000001e-01	-8.179383e-02	1.217489e-03
7.000000000000001e-01	-7.867423e-02	1.390490e-03
8.000000000000000e-01	-7.576124e-02	1.563859e-03
9.000000000000000e-01	-7.302296e-02	1.737541e-03
1.000000000000000e+00	-7.043432e-02	1.911490e-03
1.100000000000000e+00	-6.797516e-02	2.085670e-03
1.200000000000000e+00	-6.562913e-02	2.260052e-03
1.300000000000000e+00	-6.338272e-02	2.434612e-03
1.400000000000000e+00	-6.122467e-02	2.609330e-03
1.500000000000000e+00	-5.914550e-02	2.784188e-03
1.600000000000000e+00	-5.713717e-02	2.959173e-03
1.700000000000000e+00	-5.519274e-02	3.134273e-03
1.800000000000000e+00	-5.330627e-02	3.309475e-03
1.900000000000000e+00	-5.147256e-02	3.484773e-03
2.000000000000000e+00	-4.968707e-02	3.660155e-03
2.100000000000000e+00	-4.794582e-02	3.835618e-03
2.200000000000000e+00	-4.624526e-02	4.011152e-03
2.300000000000000e+00	-4.458226e-02	4.186754e-03
2.400000000000000e+00	-4.295402e-02	4.362418e-03
2.500000000000000e+00	-4.135802e-02	4.538139e-03
2.600000000000000e+00	-3.979199e-02	4.713914e-03
2.700000000000000e+00	-3.825390e-02	4.889739e-03
2.800000000000000e+00	-3.674189e-02	5.065611e-03
2.900000000000000e+00	-3.525427e-02	5.241525e-03
3.000000000000000e+00	-3.378952e-02	5.417481e-03
3.100000000000000e+00	-3.234621e-02	5.593475e-03
3.200000000000000e+00	-3.092306e-02	5.769506e-03
3.300000000000000e+00	-2.951890e-02	5.945569e-03
3.400000000000000e+00	-2.813261e-02	6.121665e-03
3.500000000000000e+00	-2.676319e-02	6.297791e-03
3.600000000000000e+00	-2.540971e-02	6.473946e-03
3.700000000000000e+00	-2.407129e-02	6.650127e-03
3.800000000000000e+00	-2.274713e-02	6.826334e-03
3.900000000000000e+00	-2.143648e-02	7.002565e-03
4.000000000000000e+00	-2.013863e-02	7.178819e-03
4.100000000000001e+00	-1.885292e-02	7.355094e-03
4.200000000000000e+00	-1.757874e-02	7.531391e-03
4.300000000000000e+00	-1.631551e-02	7.707706e-03
4.400000000000000e+00	-1.506269e-02	7.884040e-03
4.500000000000000e+00	-1.381977e-02	8.060392e-03
4.600000000000001e+00	-1.258626e-02	8.236761e-03
4.700000000000000e+00	-1.136171e-02	8.413146e-03
4.800000000000001e+00	-1.014569e-02	8.589546e-03
4.900000000000000e+00	-8.937791e-03	8.765960e-03
5.000000000000000e+00	-7.737623e-03	8.942389e-03
5.100000000000001e+00	-6.544821e-03	9.118830e-03
5.200000000000000e+00	-5.359035e-03	9.295284e-03
5.300000000000001e+00	-4.179934e-03	9.471750e-03
5.400000000000000e+00	-3.007198e-03	9.648227e-03
5.500000000000000e+00	-1.840526e-03	9.824716e-03
5.600000000000001e+00	-6.796269e-04	1.000121e-02
5.700000000000000e+00	4.757753e-04	1.017772e-02
5.800000000000001e+00	1.625946e-03	1.035424e-02
5.900000000000000e+00	2.771142e-03	1.053077e-02
6.000000000000000e+00	3.911606e-03	1.070730e-02
6.100000000000001e+00	5.047575e-03	1.088384e-02
6.200000000000000e+00	6.179275e-03	1.106039e-02
6.300000000000001e+00	7.306926e-03	1.123695e-02
6.400000000000000e+00	8.430738e-03	1.141352e-02
6.500000000000000e+00	9.550916e-03	1.159009e-02
6.600000000000001e+00	1.066766e-02	1.176666e-02
6.700000000000000e+00	1.178115e-02	1.194325e-02
6.800000000000001e+00	1.289159e-02	1.211984e-02
6.900000000000000e+00	1.399915e-02	1.229643e-02
7.000000000000000e+00	1.510400e-02	1.247303e-02
7.100000000000001e+00	1.620632e-02	1.264963e-02
7.200000000000000e+00	1.730628e-02	1.282624e-02
7.300000000000001e+00	1.840403e-02	1.300285e-02
7.400000000000000e+00	1.949974e-02	1.317947e-02
7.500000000000000e+00	2.059356e-02	1.335608e-02
7.600000000000001e+00	2.168565e-02	1.353270e-02
7.700000000000000e+00	2.277615e-02	1.370933e-02
7.800000000000001e+00	2.386520e-02	1.388596e-02
7.900000000000000e+00	2.495297e-02	1.406258e-02
8.000000000000000e+00	2.603958e-02	1.423922e-02
8.100000000000000e+00	2.712518e-02	1.441585e-02
8.200000000000001e+00	2.820990e-02	1.459248e-02
8.300000000000001e+00	2.929389e-02	1.476912e-02
8.400000000000000e+00	3.037729e-02	1.494575e-02
8.500000000000000e+00	3.146021e-02	1.512239e-02
8.600000000000000e+00	3.254280e-02	1.529903e-02
8.700000000000001e+00	3.362519e-02	1.547567e-02
8.800000000000001e+00	3.470752e-02	1.565231e-02
8.900000000000000e+00	3.578991e-02	1.582895e-02
9.000000000000000e+00	3.687250e-02	1.600558e-02
9.100000000000000e+00	3.795541e-02	1.618222e-02
9.200000000000001e+00	3.903879e-02	1.635886e-02
9.300000000000001e+00	4.012275e-02	1.653549e-02
9.400000000000000e+00	4.120744e-02	1.671213e-02
9.500000000000000e+00	4.229298e-02	1.688876e-02
9.600000000000001e+00	4.337952e-02	1.706539e-02
9.700000000000001e+00	4.446717e-02	1.724202e-02
9.800000000000001e+00	4.555609e-02	1.741865e-02
9.900000000000000e+00	4.664640e-02	1.759527e-02
1.000000000000000e+01	4.773825e-02	1.777190e-02
Step Information: Vbb=2.4  (Step: 13/26)
0.000000000000000e+00	-1.099804e-01	1.963935e-04
1.000000000000000e-01	-1.043436e-01	3.648993e-04
2.000000000000000e-01	-9.947374e-02	5.347746e-04
3.000000000000000e-01	-9.518304e-02	7.056840e-04
4.000000000000000e-01	-9.132565e-02	8.773672e-04
5.000000000000000e-01	-8.781070e-02	1.049662e-03
6.000000000000001e-01	-8.457341e-02	1.222452e-03
7.000000000000001e-01	-8.156542e-02	1.395653e-03
8.000000000000000e-01	-7.874978e-02	1.569196e-03
9.000000000000000e-01	-7.609774e-02	1.743032e-03
1.000000000000000e+00	-7.358646e-02	1.917119e-03
1.100000000000000e+00	-7.119752e-02	2.091424e-03
1.200000000000000e+00	-6.891584e-02	2.265921e-03
1.300000000000000e+00	-6.672896e-02	2.440587e-03
1.400000000000000e+00	-6.462640e-02	2.615404e-03
1.500000000000000e+00	-6.259932e-02	2.790356e-03
1.600000000000000e+00	-6.064021e-02	2.965429e-03
1.700000000000000e+00	-5.874257e-02	3.140612e-03
1.800000000000000e+00	-5.690078e-02	3.315894e-03
1.900000000000000e+00	-5.510997e-02	3.491268e-03
2.000000000000000e+00	-5.336582e-02	3.666725e-03
2.100000000000000e+00	-5.166456e-02	3.842258e-03
2.200000000000000e+00	-5.000284e-02	4.017862e-03
2.300000000000000e+00	-4.837767e-02	4.193531e-03
2.400000000000000e+00	-4.678638e-02	4.369261e-03
2.500000000000000e+00	-4.522657e-02	4.545047e-03
2.600000000000000e+00	-4.369609e-02	4.720886e-03
2.700000000000000e+00	-4.219297e-02	4.896773e-03
2.800000000000000e+00	-4.071546e-02	5.072706e-03
2.900000000000000e+00	-3.926192e-02	5.248682e-03
3.000000000000000e+00	-3.783089e-02	5.424698e-03
3.100000000000000e+00	-3.642102e-02	5.600752e-03
3.200000000000000e+00	-3.503106e-02	5.776841e-03
3.300000000000000e+00	-3.365989e-02	5.952964e-03
3.400000000000000e+00	-3.230645e-02	6.129119e-03
3.500000000000000e+00	-3.096976e-02	6.305303e-03
3.600000000000000e+00	-2.964893e-02	6.481516e-03
3.700000000000000e+00	-2.834313e-02	6.657755e-03
3.800000000000000e+00	-2.705157e-02	6.834021e-03
3.900000000000000e+00	-2.577353e-02	7.010310e-03
4.000000000000000e+00	-2.450833e-02	7.186622e-03
4.100000000000001e+00	-2.325535e-02	7.362956e-03
4.200000000000000e+00	-2.201398e-02	7.539310e-03
4.300000000000000e+00	-2.078369e-02	7.715685e-03
4.400000000000000e+00	-1.956394e-02	7.892079e-03
4.500000000000000e+00	-1.835424e-02	8.068490e-03
4.600000000000001e+00	-1.715413e-02	8.244918e-03
4.700000000000000e+00	-1.596317e-02	8.421362e-03
4.800000000000001e+00	-1.478096e-02	8.597823e-03
4.900000000000000e+00	-1.360710e-02	8.774298e-03
5.000000000000000e+00	-1.244122e-02	8.950788e-03
5.100000000000001e+00	-1.128296e-02	9.127291e-03
5.200000000000000e+00	-1.013201e-02	9.303807e-03
5.300000000000001e+00	-8.988039e-03	9.480336e-03
5.400000000000000e+00	-7.850746e-03	9.656876e-03
5.500000000000000e+00	-6.719845e-03	9.833428e-03
5.600000000000001e+00	-5.595063e-03	1.000999e-02
5.700000000000000e+00	-4.476137e-03	1.018656e-02
5.800000000000001e+00	-3.362818e-03	1.036315e-02
5.900000000000000e+00	-2.254865e-03	1.053974e-02
6.000000000000000e+00	-1.152050e-03	1.071634e-02
6.100000000000001e+00	-5.415071e-05	1.089295e-02
6.200000000000000e+00	1.039043e-03	1.106957e-02
6.300000000000001e+00	2.127734e-03	1.124620e-02
6.400000000000000e+00	3.212118e-03	1.142284e-02
6.500000000000000e+00	4.292383e-03	1.159948e-02
6.600000000000001e+00	5.368712e-03	1.177613e-02
6.700000000000000e+00	6.441279e-03	1.195278e-02
6.800000000000001e+00	7.510254e-03	1.212945e-02
6.900000000000000e+00	8.575799e-03	1.230611e-02
7.000000000000000e+00	9.638075e-03	1.248279e-02
7.100000000000001e+00	1.069723e-02	1.265947e-02
7.200000000000000e+00	1.175342e-02	1.283615e-02
7.300000000000001e+00	1.280679e-02	1.301285e-02
7.400000000000000e+00	1.385747e-02	1.318954e-02
7.500000000000000e+00	1.490561e-02	1.336624e-02
7.600000000000001e+00	1.595133e-02	1.354294e-02
7.700000000000000e+00	1.699476e-02	1.371965e-02
7.800000000000001e+00	1.803604e-02	1.389636e-02
7.900000000000000e+00	1.907529e-02	1.407308e-02
8.000000000000000e+00	2.011262e-02	1.424980e-02
8.100000000000000e+00	2.114815e-02	1.442652e-02
8.200000000000001e+00	2.218201e-02	1.460325e-02
8.300000000000001e+00	2.321430e-02	1.477997e-02
8.400000000000000e+00	2.424513e-02	1.495671e-02
8.500000000000000e+00	2.527461e-02	1.513344e-02
8.600000000000000e+00	2.630286e-02	1.531017e-02
8.700000000000001e+00	2.732998e-02	1.548691e-02
8.800000000000001e+00	2.835606e-02	1.566365e-02
8.900000000000000e+00	2.938122e-02	1.584039e-02
9.000000000000000e+00	3.040556e-02	1.601713e-02
9.100000000000000e+00	3.142918e-02	1.619388e-02
9.200000000000001e+00	3.245217e-02	1.637062e-02
9.300000000000001e+00	3.347463e-02	1.654737e-02
9.400000000000000e+00	3.449667e-02	1.672411e-02
9.500000000000000e+00	3.551838e-02	1.690086e-02
9.600000000000001e+00	3.653985e-02	1.707761e-02
9.700000000000001e+00	3.756119e-02	1.725435e-02
9.800000000000001e+00	3.858249e-02	1.743110e-02
9.900000000000000e+00	3.960384e-02	1.760785e-02
1.000000000000000e+01	4.062533e-02	1.778460e-02
Step Information: Vbb=2.6  (Step: 14/26)
0.000000000000000e+00	-1.111208e-01	1.984300e-04
1.000000000000000e-01	-1.058493e-01	3.675881e-04
2.000000000000000e-01	-1.012511e-01	5.379483e-04
3.000000000000000e-01	-9.716833e-02	7.092291e-04
4.000000000000000e-01	-9.347790e-02	8.812106e-04
5.000000000000000e-01	-9.010069e-02	1.053751e-03
6.000000000000001e-01	-8.697953e-02	1.226749e-03
7.000000000000001e-01	-8.407126e-02	1.400127e-03
8.000000000000000e-01	-8.134267e-02	1.573826e-03
9.000000000000000e-01	-7.876767e-02	1.747799e-03
1.000000000000000e+00	-7.632540e-02	1.922010e-03
1.100000000000000e+00	-7.399894e-02	2.096427e-03
1.200000000000000e+00	-7.177438e-02	2.271026e-03
1.300000000000000e+00	-6.964014e-02	2.445786e-03
1.400000000000000e+00	-6.758649e-02	2.620690e-03
1.500000000000000e+00	-6.560516e-02	2.795723e-03
1.600000000000000e+00	-6.368909e-02	2.970873e-03
1.700000000000000e+00	-6.183218e-02	3.146129e-03
1.800000000000000e+00	-6.002913e-02	3.321481e-03
1.900000000000000e+00	-5.827533e-02	3.496920e-03
2.000000000000000e+00	-5.656669e-02	3.672441e-03
2.100000000000000e+00	-5.489964e-02	3.848035e-03
2.200000000000000e+00	-5.327098e-02	4.023698e-03
2.300000000000000e+00	-5.167788e-02	4.199425e-03
2.400000000000000e+00	-5.011777e-02	4.375210e-03
2.500000000000000e+00	-4.858837e-02	4.551051e-03
2.600000000000000e+00	-4.708762e-02	4.726942e-03
2.700000000000000e+00	-4.561364e-02	4.902882e-03
2.800000000000000e+00	-4.416472e-02	5.078866e-03
2.900000000000000e+00	-4.273933e-02	5.254892e-03
3.000000000000000e+00	-4.133605e-02	5.430957e-03
3.100000000000000e+00	-3.995357e-02	5.607060e-03
3.200000000000000e+00	-3.859071e-02	5.783197e-03
3.300000000000000e+00	-3.724637e-02	5.959368e-03
3.400000000000000e+00	-3.591952e-02	6.135570e-03
3.500000000000000e+00	-3.460925e-02	6.311802e-03
3.600000000000000e+00	-3.331469e-02	6.488062e-03
3.700000000000000e+00	-3.203501e-02	6.664348e-03
3.800000000000000e+00	-3.076948e-02	6.840660e-03
3.900000000000000e+00	-2.951740e-02	7.016995e-03
4.000000000000000e+00	-2.827810e-02	7.193354e-03
4.100000000000001e+00	-2.705099e-02	7.369734e-03
4.200000000000000e+00	-2.583549e-02	7.546135e-03
4.300000000000000e+00	-2.463106e-02	7.722556e-03
4.400000000000000e+00	-2.343720e-02	7.898995e-03
4.500000000000000e+00	-2.225344e-02	8.075452e-03
4.600000000000001e+00	-2.107933e-02	8.251928e-03
4.700000000000000e+00	-1.991444e-02	8.428419e-03
4.800000000000001e+00	-1.875838e-02	8.604926e-03
4.900000000000000e+00	-1.761078e-02	8.781448e-03
5.000000000000000e+00	-1.647126e-02	8.957985e-03
5.100000000000001e+00	-1.533951e-02	9.134535e-03
5.200000000000000e+00	-1.421520e-02	9.311099e-03
5.300000000000001e+00	-1.309802e-02	9.487675e-03
5.400000000000000e+00	-1.198768e-02	9.664264e-03
5.500000000000000e+00	-1.088391e-02	9.840864e-03
5.600000000000001e+00	-9.786439e-03	1.001748e-02
5.700000000000000e+00	-8.695023e-03	1.019410e-02
5.800000000000001e+00	-7.609421e-03	1.037073e-02
5.900000000000000e+00	-6.529403e-03	1.054737e-02
6.000000000000000e+00	-5.454750e-03	1.072403e-02
6.100000000000001e+00	-4.385251e-03	1.090069e-02
6.200000000000000e+00	-3.320705e-03	1.107736e-02
6.300000000000001e+00	-2.260920e-03	1.125404e-02
6.400000000000000e+00	-1.205710e-03	1.143072e-02
6.500000000000000e+00	-1.548958e-04	1.160742e-02
6.600000000000001e+00	8.916933e-04	1.178412e-02
6.700000000000000e+00	1.934223e-03	1.196083e-02
6.800000000000001e+00	2.972852e-03	1.213755e-02
6.900000000000000e+00	4.007734e-03	1.231427e-02
7.000000000000000e+00	5.039017e-03	1.249100e-02
7.100000000000001e+00	6.066845e-03	1.266774e-02
7.200000000000000e+00	7.091355e-03	1.284448e-02
7.300000000000001e+00	8.112683e-03	1.302123e-02
7.400000000000000e+00	9.130957e-03	1.319798e-02
7.500000000000000e+00	1.014630e-02	1.337474e-02
7.600000000000001e+00	1.115885e-02	1.355150e-02
7.700000000000000e+00	1.216870e-02	1.372827e-02
7.800000000000001e+00	1.317598e-02	1.390504e-02
7.900000000000000e+00	1.418081e-02	1.408182e-02
8.000000000000000e+00	1.518328e-02	1.425860e-02
8.100000000000000e+00	1.618350e-02	1.443539e-02
8.200000000000001e+00	1.718159e-02	1.461218e-02
8.300000000000001e+00	1.817764e-02	1.478897e-02
8.400000000000000e+00	1.917174e-02	1.496577e-02
8.500000000000000e+00	2.016400e-02	1.514256e-02
8.600000000000000e+00	2.115451e-02	1.531937e-02
8.700000000000001e+00	2.214336e-02	1.549617e-02
8.800000000000001e+00	2.313064e-02	1.567298e-02
8.900000000000000e+00	2.411645e-02	1.584979e-02
9.000000000000000e+00	2.510086e-02	1.602660e-02
9.100000000000000e+00	2.608396e-02	1.620342e-02
9.200000000000001e+00	2.706584e-02	1.638024e-02
9.300000000000001e+00	2.804658e-02	1.655706e-02
9.400000000000000e+00	2.902626e-02	1.673388e-02
9.500000000000000e+00	3.000497e-02	1.691071e-02
9.600000000000001e+00	3.098277e-02	1.708753e-02
9.700000000000001e+00	3.195975e-02	1.726436e-02
9.800000000000001e+00	3.293599e-02	1.744119e-02
9.900000000000000e+00	3.391156e-02	1.761802e-02
1.000000000000000e+01	3.488654e-02	1.779485e-02
Step Information: Vbb=2.8  (Step: 15/26)
0.000000000000000e+00	-1.121161e-01	2.002074e-04
1.000000000000000e-01	-1.071597e-01	3.699280e-04
2.000000000000000e-01	-1.027993e-01	5.407130e-04
3.000000000000000e-01	-9.890114e-02	7.123235e-04
4.000000000000000e-01	-9.536001e-02	8.845715e-04
5.000000000000000e-01	-9.210664e-02	1.057333e-03
6.000000000000001e-01	-8.909026e-02	1.230518e-03
7.000000000000001e-01	-8.627218e-02	1.404057e-03
8.000000000000000e-01	-8.362240e-02	1.577897e-03
9.000000000000000e-01	-8.111715e-02	1.751995e-03
1.000000000000000e+00	-7.873733e-02	1.926317e-03
1.100000000000000e+00	-7.646734e-02	2.100835e-03
1.200000000000000e+00	-7.429432e-02	2.275526e-03
1.300000000000000e+00	-7.220749e-02	2.450370e-03
1.400000000000000e+00	-7.019776e-02	2.625353e-03
1.500000000000000e+00	-6.825740e-02	2.800460e-03
1.600000000000000e+00	-6.637976e-02	2.975678e-03
1.700000000000000e+00	-6.455909e-02	3.150998e-03
1.800000000000000e+00	-6.279040e-02	3.326411e-03
1.900000000000000e+00	-6.106931e-02	3.501910e-03
2.000000000000000e+00	-5.939196e-02	3.677486e-03
2.100000000000000e+00	-5.775492e-02	3.853134e-03
2.200000000000000e+00	-5.615517e-02	4.028848e-03
2.300000000000000e+00	-5.458999e-02	4.204625e-03
2.400000000000000e+00	-5.305694e-02	4.380459e-03
2.500000000000000e+00	-5.155383e-02	4.556346e-03
2.600000000000000e+00	-5.007869e-02	4.732283e-03
2.700000000000000e+00	-4.862972e-02	4.908267e-03
2.800000000000000e+00	-4.720527e-02	5.084295e-03
2.900000000000000e+00	-4.580387e-02	5.260364e-03
3.000000000000000e+00	-4.442415e-02	5.436472e-03
3.100000000000000e+00	-4.306486e-02	5.612616e-03
3.200000000000000e+00	-4.172485e-02	5.788794e-03
3.300000000000000e+00	-4.040306e-02	5.965006e-03
3.400000000000000e+00	-3.909852e-02	6.141247e-03
3.500000000000000e+00	-3.781032e-02	6.317519e-03
3.600000000000000e+00	-3.653762e-02	6.493817e-03
3.700000000000000e+00	-3.527964e-02	6.670142e-03
3.800000000000000e+00	-3.403565e-02	6.846492e-03
3.900000000000000e+00	-3.280498e-02	7.022866e-03
4.000000000000000e+00	-3.158700e-02	7.199263e-03
4.100000000000001e+00	-3.038112e-02	7.375680e-03
4.200000000000000e+00	-2.918677e-02	7.552119e-03
4.300000000000000e+00	-2.800345e-02	7.728578e-03
4.400000000000000e+00	-2.683066e-02	7.905055e-03
4.500000000000000e+00	-2.566794e-02	8.081550e-03
4.600000000000001e+00	-2.451487e-02	8.258062e-03
4.700000000000000e+00	-2.337102e-02	8.434591e-03
4.800000000000001e+00	-2.223602e-02	8.611136e-03
4.900000000000000e+00	-2.110950e-02	8.787695e-03
5.000000000000000e+00	-1.999112e-02	8.964269e-03
5.100000000000001e+00	-1.888054e-02	9.140858e-03
5.200000000000000e+00	-1.777747e-02	9.317460e-03
5.300000000000001e+00	-1.668159e-02	9.494075e-03
5.400000000000000e+00	-1.559264e-02	9.670701e-03
5.500000000000000e+00	-1.451034e-02	9.847340e-03
5.600000000000001e+00	-1.343444e-02	1.002399e-02
5.700000000000000e+00	-1.236470e-02	1.020065e-02
5.800000000000001e+00	-1.130088e-02	1.037732e-02
5.900000000000000e+00	-1.024277e-02	1.055401e-02
6.000000000000000e+00	-9.190156e-03	1.073070e-02
6.100000000000001e+00	-8.142830e-03	1.090740e-02
6.200000000000000e+00	-7.100600e-03	1.108411e-02
6.300000000000001e+00	-6.063282e-03	1.126083e-02
6.400000000000000e+00	-5.030695e-03	1.143755e-02
6.500000000000000e+00	-4.002671e-03	1.161429e-02
6.600000000000001e+00	-2.979044e-03	1.179103e-02
6.700000000000000e+00	-1.959655e-03	1.196778e-02
6.800000000000001e+00	-9.443525e-04	1.214454e-02
6.900000000000000e+00	6.701021e-05	1.232131e-02
7.000000000000000e+00	1.074575e-03	1.249808e-02
7.100000000000001e+00	2.078477e-03	1.267486e-02
7.200000000000000e+00	3.078850e-03	1.285165e-02
7.300000000000001e+00	4.075819e-03	1.302844e-02
7.400000000000000e+00	5.069508e-03	1.320523e-02
7.500000000000000e+00	6.060036e-03	1.338204e-02
7.600000000000001e+00	7.047518e-03	1.355884e-02
7.700000000000000e+00	8.032066e-03	1.373566e-02
7.800000000000001e+00	9.013787e-03	1.391248e-02
7.900000000000000e+00	9.992787e-03	1.408930e-02
8.000000000000000e+00	1.096917e-02	1.426613e-02
8.100000000000000e+00	1.194303e-02	1.444296e-02
8.200000000000001e+00	1.291446e-02	1.461980e-02
8.300000000000001e+00	1.388357e-02	1.479664e-02
8.400000000000000e+00	1.485043e-02	1.497348e-02
8.500000000000000e+00	1.581514e-02	1.515033e-02
8.600000000000000e+00	1.677779e-02	1.532718e-02
8.700000000000001e+00	1.773846e-02	1.550404e-02
8.800000000000001e+00	1.869724e-02	1.568090e-02
8.900000000000000e+00	1.965419e-02	1.585776e-02
9.000000000000000e+00	2.060941e-02	1.603463e-02
9.100000000000000e+00	2.156296e-02	1.621149e-02
9.200000000000001e+00	2.251493e-02	1.638837e-02
9.300000000000001e+00	2.346538e-02	1.656524e-02
9.400000000000000e+00	2.441440e-02	1.674212e-02
9.500000000000000e+00	2.536205e-02	1.691900e-02
9.600000000000001e+00	2.630839e-02	1.709588e-02
9.700000000000001e+00	2.725351e-02	1.727276e-02
9.800000000000001e+00	2.819747e-02	1.744965e-02
9.900000000000000e+00	2.914032e-02	1.762654e-02
1.000000000000000e+01	3.008214e-02	1.780342e-02
Step Information: Vbb=3  (Step: 16/26)
0.000000000000000e+00	-1.129954e-01	2.017775e-04
