V1	I(D1)
-4.630000000000000e+01	-5.560406e-03
-4.620000000000000e+01	-5.465596e-03
-4.609999999999999e+01	-5.370794e-03
-4.600000000000000e+01	-5.276000e-03
-4.590000000000000e+01	-5.181214e-03
-4.580000000000000e+01	-5.086436e-03
-4.570000000000000e+01	-4.991666e-03
-4.559999999999999e+01	-4.896905e-03
-4.550000000000000e+01	-4.802154e-03
-4.540000000000000e+01	-4.707412e-03
-4.530000000000000e+01	-4.612680e-03
-4.520000000000000e+01	-4.517958e-03
-4.509999999999999e+01	-4.423247e-03
-4.500000000000000e+01	-4.328547e-03
-4.490000000000000e+01	-4.233859e-03
-4.480000000000000e+01	-4.139183e-03
-4.470000000000000e+01	-4.044520e-03
-4.459999999999999e+01	-3.949871e-03
-4.450000000000000e+01	-3.855235e-03
-4.440000000000000e+01	-3.760614e-03
-4.430000000000000e+01	-3.666009e-03
-4.420000000000000e+01	-3.571420e-03
-4.409999999999999e+01	-3.476849e-03
-4.400000000000000e+01	-3.382295e-03
-4.390000000000000e+01	-3.287761e-03
-4.380000000000000e+01	-3.193246e-03
-4.370000000000000e+01	-3.098754e-03
-4.359999999999999e+01	-3.004283e-03
-4.350000000000000e+01	-2.909838e-03
-4.340000000000000e+01	-2.815417e-03
-4.330000000000000e+01	-2.721025e-03
-4.320000000000000e+01	-2.626662e-03
-4.309999999999999e+01	-2.532330e-03
-4.300000000000000e+01	-2.438032e-03
-4.290000000000000e+01	-2.343771e-03
-4.280000000000000e+01	-2.249549e-03
-4.270000000000000e+01	-2.155370e-03
-4.259999999999999e+01	-2.061238e-03
-4.250000000000000e+01	-1.967157e-03
-4.240000000000000e+01	-1.873131e-03
-4.230000000000000e+01	-1.779166e-03
-4.220000000000000e+01	-1.685270e-03
-4.209999999999999e+01	-1.591449e-03
-4.200000000000000e+01	-1.497713e-03
-4.190000000000000e+01	-1.404071e-03
-4.180000000000000e+01	-1.310538e-03
-4.170000000000000e+01	-1.217128e-03
-4.159999999999999e+01	-1.123861e-03
-4.150000000000000e+01	-1.030761e-03
-4.140000000000000e+01	-9.378575e-04
-4.130000000000000e+01	-8.451907e-04
-4.120000000000000e+01	-7.528131e-04
-4.109999999999999e+01	-6.607967e-04
-4.100000000000000e+01	-5.692437e-04
-4.090000000000000e+01	-4.783061e-04
-4.080000000000000e+01	-3.882223e-04
-4.070000000000000e+01	-2.993968e-04
-4.059999999999999e+01	-2.125901e-04
-4.050000000000000e+01	-1.297150e-04
-4.040000000000000e+01	-5.565655e-05
-4.030000000000000e+01	-8.952971e-06
-4.020000000000000e+01	-1.591502e-06
-4.009999999999999e+01	-1.382054e-06
-4.000000000000000e+01	-1.377865e-06
-3.990000000000000e+01	-1.377772e-06
-3.980000000000000e+01	-1.377770e-06
-3.970000000000000e+01	-1.377770e-06
-3.959999999999999e+01	-1.377770e-06
-3.950000000000000e+01	-1.377770e-06
-3.940000000000000e+01	-1.377769e-06
-3.930000000000000e+01	-1.377769e-06
-3.920000000000000e+01	-1.377769e-06
-3.909999999999999e+01	-1.377769e-06
-3.900000000000000e+01	-1.377769e-06
-3.890000000000000e+01	-1.377769e-06
-3.880000000000000e+01	-1.377769e-06
-3.870000000000000e+01	-1.377769e-06
-3.859999999999999e+01	-1.377769e-06
-3.850000000000000e+01	-1.377769e-06
-3.840000000000000e+01	-1.377768e-06
-3.830000000000000e+01	-1.377768e-06
-3.820000000000000e+01	-1.377768e-06
-3.809999999999999e+01	-1.377768e-06
-3.800000000000000e+01	-1.377768e-06
-3.790000000000000e+01	-1.377768e-06
-3.780000000000000e+01	-1.377768e-06
-3.770000000000000e+01	-1.377768e-06
-3.759999999999999e+01	-1.377768e-06
-3.750000000000000e+01	-1.377767e-06
-3.740000000000000e+01	-1.377767e-06
-3.730000000000000e+01	-1.377767e-06
-3.720000000000000e+01	-1.377767e-06
-3.709999999999999e+01	-1.377767e-06
-3.700000000000000e+01	-1.377767e-06
-3.690000000000000e+01	-1.377767e-06
-3.680000000000000e+01	-1.377767e-06
-3.670000000000000e+01	-1.377767e-06
-3.659999999999999e+01	-1.377767e-06
-3.650000000000000e+01	-1.377766e-06
-3.640000000000000e+01	-1.377766e-06
-3.630000000000000e+01	-1.377766e-06
-3.620000000000000e+01	-1.377766e-06
-3.609999999999999e+01	-1.377766e-06
-3.600000000000000e+01	-1.377766e-06
-3.589999999999999e+01	-1.377766e-06
-3.580000000000000e+01	-1.377766e-06
-3.570000000000000e+01	-1.377766e-06
-3.559999999999999e+01	-1.377766e-06
-3.550000000000000e+01	-1.377765e-06
-3.539999999999999e+01	-1.377765e-06
-3.530000000000000e+01	-1.377765e-06
-3.520000000000000e+01	-1.377765e-06
-3.509999999999999e+01	-1.377765e-06
-3.500000000000000e+01	-1.377765e-06
-3.489999999999999e+01	-1.377765e-06
-3.480000000000000e+01	-1.377765e-06
-3.470000000000000e+01	-1.377765e-06
-3.459999999999999e+01	-1.377765e-06
-3.450000000000000e+01	-1.377765e-06
-3.439999999999999e+01	-1.377764e-06
-3.430000000000000e+01	-1.377764e-06
-3.420000000000000e+01	-1.377764e-06
-3.409999999999999e+01	-1.377764e-06
-3.400000000000000e+01	-1.377764e-06
-3.389999999999999e+01	-1.377764e-06
-3.380000000000000e+01	-1.377764e-06
-3.370000000000000e+01	-1.377764e-06
