time	V(n004)
3.189602211236534e-02	-5.940524e+00
3.206343282665105e-02	-5.945016e+00
3.223084354093676e-02	-5.949020e+00
3.239825425522247e-02	-5.952537e+00
3.256566496950818e-02	-5.955567e+00
3.273307568379389e-02	-5.958108e+00
3.306231675522246e-02	-5.962529e+00
3.339155782665102e-02	-5.966233e+00
3.372079889807959e-02	-5.969222e+00
3.405003996950814e-02	-5.971496e+00
3.437928104093671e-02	-5.973053e+00
3.470852211236528e-02	-5.973895e+00
3.503776318379384e-02	-5.974021e+00
3.523307568379384e-02	-5.973883e+00
3.542838818379383e-02	-5.973516e+00
3.562370068379383e-02	-5.972920e+00
3.581901318379382e-02	-5.972095e+00
3.601432568379382e-02	-5.971041e+00
3.620963818379382e-02	-5.969758e+00
3.640495068379381e-02	-5.968246e+00
3.663374532665095e-02	-5.966290e+00
3.686253996950808e-02	-5.963800e+00
3.709133461236522e-02	-5.960776e+00
3.732012925522236e-02	-5.957219e+00
3.754892389807950e-02	-5.953128e+00
3.777771854093664e-02	-5.948503e+00
3.800651318379378e-02	-5.943346e+00
3.809579889807949e-02	-5.941068e+00
3.818508461236520e-02	-5.938541e+00
3.827437032665092e-02	-5.935765e+00
3.836365604093663e-02	-5.932740e+00
3.845294175522234e-02	-5.929466e+00
3.854222746950805e-02	-5.925944e+00
3.863151318379376e-02	-5.922172e+00
3.870963818379376e-02	-5.918419e+00
3.874870068379376e-02	-5.916393e+00
3.878776318379376e-02	-5.914252e+00
3.880516263917436e-02	-5.913258e+00
3.882269810348127e-02	-5.912229e+00
3.884265663759030e-02	-5.911023e+00
3.885403427129803e-02	-5.910317e+00
3.886759800351846e-02	-5.909459e+00
3.889472546795932e-02	-5.907681e+00
3.893378796795931e-02	-5.904965e+00
3.897285046795931e-02	-5.902039e+00
3.901191296795931e-02	-5.898864e+00
3.905097546795931e-02	-5.895396e+00
3.909003796795931e-02	-5.891573e+00
3.912910046795931e-02	-5.887313e+00
3.916816296795931e-02	-5.882501e+00
3.920722546795931e-02	-5.876967e+00
3.924628796795931e-02	-5.870455e+00
3.928535046795931e-02	-5.862534e+00
3.932441296795931e-02	-5.852416e+00
3.936347546795931e-02	-5.838142e+00
3.940253796795930e-02	-5.813898e+00
3.944160046795930e-02	-5.694920e+00
3.948066296795930e-02	-5.433670e+00
3.950572742870598e-02	-5.216378e+00
3.953110849952003e-02	-4.969633e+00
3.955199630378293e-02	-4.756298e+00
3.957575851542604e-02	-4.508491e+00
3.960129537915497e-02	-4.239764e+00
3.963827928039555e-02	-3.848657e+00
3.967232820917456e-02	-3.487865e+00
3.971139070917456e-02	-3.073240e+00
3.974476426825895e-02	-2.718742e+00
3.977772617024061e-02	-2.368195e+00
3.981678867024060e-02	-1.952583e+00
3.985585117024060e-02	-1.536550e+00
3.989491367024060e-02	-1.120413e+00
3.993397617024060e-02	-7.039803e-01
3.997303867024060e-02	-2.875695e-01
4.000000000000000e-02	-2.193328e-05
